years_owned,property_value,square_feet,bedrooms,bathrooms,property_age,neighborhood,distance_to_t,school_rating,property_tax,has_liens,lien_amount,mortgage_rate,income_to_mortgage_ratio,market_inventory_months,avg_days_on_market,last_transaction_date,sale_probability
3,756381,1316,3,1.5,83,Fenway,0.76,10.0,2871,0,0,6.66,4.71,5.0,44,2022-04-09,0.36
2,842649,1158,4,1.5,129,Brighton,0.29,5.0,5763,0,0,4.42,3.73,4.4,37,2023-04-09,0.33
16,1260664,1217,2,4.0,58,Jamaica Plain,0.81,8.2,4676,0,0,5.9,2.93,1.6,21,2009-04-12,0.01
1,822225,1752,2,2.0,127,Fenway,0.01,5.5,7226,0,0,4.75,2.98,5.3,34,2024-04-08,0.14
6,1530504,1298,5,2.5,86,Roxbury,0.93,6.0,4870,0,0,6.62,2.1,4.7,29,2019-04-10,0.42
4,919652,2277,2,4.0,123,West Roxbury,0.47,6.1,6685,1,13935,6.03,6.38,3.1,30,2021-04-09,0.32
29,221771,2841,3,2.0,99,East Boston,1.17,7.7,3614,0,0,3.61,4.83,3.5,57,1996-04-15,0.21
1,976002,1393,3,3.0,45,South End,2.17,7.5,4129,0,0,7.44,4.22,3.6,32,2024-04-08,0.29
4,864347,1967,3,2.0,69,Jamaica Plain,1.82,5.2,5019,0,0,3.82,1.94,2.8,55,2021-04-09,0.33
25,1136925,2149,1,3.0,68,Roslindale,1.68,7.7,4706,0,0,4.8,2.96,0.9,46,2000-04-14,0.01
15,951954,2130,1,1.5,56,Jamaica Plain,0.5,6.7,4519,1,3938,5.07,2.33,1.8,36,2010-04-12,0.01
12,708463,1853,2,3.5,94,Back Bay,0.31,4.3,3255,0,0,5.23,3.65,2.1,59,2013-04-11,0.31
3,382710,2319,3,1.5,218,Beacon Hill,0.44,6.3,1828,0,0,5.69,2.39,0.5,56,2022-04-09,0.41
2,687293,2137,3,1.5,146,South End,0.82,9.5,6262,1,2842,3.36,2.7,1.8,36,2023-04-09,0.06
8,494843,933,2,2.5,156,Back Bay,1.51,6.4,6038,0,0,5.57,2.42,5.2,38,2017-04-10,0.4
19,575842,2408,3,2.0,54,Brighton,0.16,4.2,3772,0,0,5.37,3.21,4.2,59,2006-04-13,0.1
6,926573,2421,4,2.0,158,Back Bay,1.75,8.2,5757,1,5284,4.5,3.59,2.0,48,2019-04-10,0.37
6,1250971,1265,1,2.0,186,Roxbury,1.18,5.6,4667,0,0,4.22,3.24,2.5,68,2019-04-10,0.51
3,868401,1826,3,2.5,53,North End,2.7,7.3,7212,0,0,3.29,5.34,5.3,32,2022-04-09,0.33
11,391235,2278,3,1.5,105,East Boston,1.49,6.7,2375,0,0,5.22,4.47,5.3,19,2014-04-11,0.12
2,883380,1653,2,1.0,106,Hyde Park,0.23,9.6,4746,0,0,3.51,2.56,3.6,23,2023-04-09,0.29
3,1108989,2551,2,1.5,72,Mattapan,0.08,6.7,4586,1,14438,4.86,3.89,5.3,13,2022-04-09,0.17
4,567065,3454,3,2.0,90,Dorchester,0.08,5.3,5322,0,0,4.35,2.66,2.4,23,2021-04-09,0.44
5,709794,1249,4,1.5,109,Allston,0.24,6.3,8074,0,0,2.5,3.03,3.8,48,2020-04-09,0.51
2,754406,833,4,2.0,74,Roslindale,0.67,5.2,4752,0,0,3.1,4.08,1.3,32,2023-04-09,0.3
1,514530,2012,3,2.0,142,Roslindale,1.14,6.7,6486,0,0,5.11,4.3,3.0,21,2024-04-08,0.46
7,944484,2305,3,1.0,37,South Boston,1.61,9.7,4704,0,0,3.71,2.8,3.5,25,2018-04-10,0.21
3,713715,1638,3,2.0,67,Brighton,0.68,8.9,7141,0,0,3.66,2.17,1.0,40,2022-04-09,0.36
7,875859,2817,3,3.0,121,Dorchester,0.0,10.0,6505,0,0,3.35,3.61,4.4,26,2018-04-10,0.3
2,483752,862,3,1.5,206,Brighton,0.14,7.7,4333,1,3760,3.4,4.02,4.6,30,2023-04-09,0.01
5,618762,2285,2,2.0,147,Fenway,0.07,7.2,4189,0,0,6.96,2.73,5.0,16,2020-04-09,0.37
6,966714,1375,3,2.5,89,East Boston,0.32,5.5,5973,0,0,2.82,4.48,7.0,63,2019-04-10,0.24
1,638150,3003,3,2.0,77,Mattapan,0.49,7.4,3689,0,0,6.71,4.27,4.1,69,2024-04-08,0.23
3,1268089,3194,3,2.5,70,North End,0.03,6.8,5381,0,0,4.0,2.72,3.4,22,2022-04-09,0.32
2,630109,1263,4,2.0,70,Hyde Park,0.3,8.2,4288,0,0,3.52,4.86,1.1,28,2023-04-09,0.43
1,817405,1415,1,2.0,25,Fenway,0.14,5.3,5736,0,0,5.08,4.89,4.1,13,2024-04-08,0.09
33,1029777,2401,2,1.0,201,Charlestown,0.73,7.1,4677,1,5593,4.58,5.98,4.3,60,1992-04-16,0.14
3,324490,1529,1,2.5,80,East Boston,0.44,4.6,3614,1,8504,4.2,5.55,1.5,17,2022-04-09,0.18
12,221757,1768,4,2.5,51,Fenway,0.48,7.5,7210,0,0,4.83,2.42,3.1,33,2013-04-11,0.27
3,292303,1817,3,1.0,104,Allston,0.39,8.0,5479,0,0,4.56,4.61,3.5,20,2022-04-09,0.29
9,1128775,456,2,2.0,53,Brighton,2.19,4.6,4892,0,0,4.18,4.56,4.3,34,2016-04-10,0.2
10,584442,1790,3,4.0,135,Dorchester,0.17,5.0,5839,0,0,5.9,3.08,4.8,54,2015-04-11,0.15
7,1517459,1317,3,2.0,52,Mattapan,0.51,5.1,1657,0,0,2.33,4.05,2.7,46,2018-04-10,0.29
5,580725,1454,4,2.0,124,Jamaica Plain,0.93,6.7,9180,0,0,3.13,1.25,3.8,48,2020-04-09,0.41
4,805365,2810,3,3.5,69,Roxbury,0.57,4.9,5049,0,0,3.32,1.21,4.4,17,2021-04-09,0.5
4,1212632,920,3,2.5,96,South End,1.85,9.1,1073,0,0,2.91,1.44,3.2,33,2021-04-09,0.31
19,1351827,2369,4,2.0,130,Jamaica Plain,0.33,7.7,7394,0,0,4.63,3.97,2.9,94,2006-04-13,0.08
13,1368451,1604,2,2.5,60,Brighton,0.44,7.9,3497,0,0,5.26,4.02,4.6,39,2012-04-11,0.01
24,1112509,1604,2,3.0,128,Hyde Park,0.06,4.6,7087,0,0,2.0,3.17,3.2,34,2001-04-14,0.01
1,1057218,2353,3,2.0,26,North End,0.66,8.9,5243,1,9610,3.79,5.57,1.7,29,2024-04-08,0.13
10,927758,2038,5,2.0,178,Roslindale,0.24,8.0,1859,1,7640,4.02,4.68,5.6,37,2015-04-11,0.01
20,983508,2199,3,2.0,140,South Boston,0.12,6.0,5522,0,0,4.07,1.58,1.9,34,2005-04-13,0.01
2,584644,2477,1,4.0,78,Roxbury,0.55,4.7,5375,0,0,2.57,3.29,3.4,85,2023-04-09,0.35
1,504540,1568,2,2.5,153,Fenway,0.53,6.9,7303,0,0,4.03,2.37,4.0,52,2024-04-08,0.01
10,748987,1371,3,1.0,145,Dorchester,0.06,6.3,6044,0,0,3.13,4.0,4.2,32,2015-04-11,0.41
6,698944,1040,2,3.0,82,Hyde Park,0.84,6.4,2521,0,0,4.0,3.46,3.8,51,2019-04-10,0.44
13,614031,1222,3,2.0,82,West Roxbury,0.68,5.9,7004,0,0,2.0,2.44,0.5,23,2012-04-11,0.21
2,958916,3864,5,1.0,47,South End,0.15,8.1,4171,0,0,4.01,5.53,2.4,33,2023-04-09,0.27
12,1036591,2671,3,2.0,85,Beacon Hill,0.44,3.1,8440,0,0,3.42,3.57,3.9,26,2013-04-11,0.01
2,776522,854,3,2.0,32,East Boston,0.89,9.1,4290,0,0,4.11,3.0,3.3,49,2023-04-09,0.34
2,1193259,874,3,3.0,124,Back Bay,0.53,8.5,4577,1,8651,4.95,3.2,4.3,32,2023-04-09,0.08
2,407493,2137,2,1.5,125,Fenway,0.35,7.3,3356,0,0,4.43,5.44,5.0,36,2023-04-09,0.3
12,691902,2183,4,3.0,26,Allston,0.27,6.8,4002,0,0,5.69,4.59,4.3,31,2013-04-11,0.31
8,534953,2184,3,2.0,169,South Boston,0.66,8.6,3474,0,0,3.96,3.31,2.4,41,2017-04-10,0.47
6,200000,1621,3,1.0,57,Jamaica Plain,1.96,6.9,7352,0,0,5.43,2.31,2.7,49,2019-04-10,0.58
4,725195,1712,3,4.0,318,Brighton,0.78,6.6,2336,0,0,6.19,2.5,5.9,69,2021-04-09,0.37
15,713475,2029,3,2.0,94,South End,0.05,8.7,6609,0,0,4.91,2.92,3.2,29,2010-04-12,0.01
4,1204034,1860,3,1.5,170,Allston,0.43,10.0,6657,0,0,4.47,4.11,3.4,20,2021-04-09,0.34
12,939243,400,1,2.0,46,Mattapan,1.55,5.5,7755,0,0,5.12,4.41,4.3,42,2013-04-11,0.22
5,442743,1639,4,3.0,69,Hyde Park,0.07,7.6,5087,0,0,4.96,2.63,5.4,18,2020-04-09,0.48
4,1306227,1204,4,1.5,60,West Roxbury,3.15,5.4,2946,0,0,6.0,4.46,2.1,29,2021-04-09,0.25
5,1116310,1922,3,1.5,31,East Boston,2.08,7.8,4656,0,0,5.69,2.41,2.8,16,2020-04-09,0.39
3,924629,3889,5,1.0,37,East Boston,0.06,5.8,6189,0,0,5.71,2.77,1.1,139,2022-04-09,0.49
10,682054,2057,2,1.5,77,Mattapan,1.9,8.8,5169,0,0,4.57,1.76,3.1,64,2015-04-11,0.25
5,462168,1580,3,2.5,102,Hyde Park,0.32,6.8,5733,0,0,5.01,1.72,4.4,60,2020-04-09,0.46
2,638337,2445,3,2.0,43,Charlestown,1.3,7.1,7730,0,0,4.98,2.4,3.0,71,2023-04-09,0.32
17,1076624,2137,3,1.5,66,South Boston,0.38,9.4,6164,0,0,2.69,3.47,6.1,57,2008-04-12,0.12
4,1315375,2094,3,1.5,53,Roslindale,0.41,5.9,5396,1,2158,6.1,2.31,3.7,39,2021-04-09,0.06
6,1212973,2224,2,1.5,79,Hyde Park,0.7,8.0,1311,1,5104,2.0,5.3,3.3,39,2019-04-10,0.13
17,603345,3239,2,3.5,118,West Roxbury,1.04,6.0,3432,0,0,5.57,2.38,3.0,67,2008-04-12,0.04
7,414114,1008,3,1.5,87,Dorchester,0.02,8.8,4190,1,15209,4.9,3.72,1.5,69,2018-04-10,0.06
1,792265,2131,2,4.0,58,East Boston,0.63,9.7,1045,0,0,4.07,5.08,3.4,21,2024-04-08,0.23
20,219468,1151,3,2.0,142,Mattapan,0.14,6.6,2781,1,4763,5.09,3.61,4.0,32,2005-04-13,0.01
7,846950,2188,2,1.5,100,Hyde Park,0.3,3.7,4463,0,0,5.13,3.06,3.3,36,2018-04-10,0.57
3,705719,1156,1,3.0,89,Dorchester,0.3,6.0,4788,0,0,2.54,3.68,3.8,58,2022-04-09,0.37
2,610189,1507,3,2.0,44,South End,0.44,10.0,6011,0,0,6.62,2.83,2.5,23,2023-04-09,0.35
12,271589,1593,3,2.5,134,Roxbury,0.28,6.1,4589,0,0,4.61,2.3,1.6,21,2013-04-11,0.32
7,904080,2483,4,4.0,106,Roxbury,0.08,9.7,5496,0,0,7.97,4.24,3.3,17,2018-04-10,0.3
6,590189,2442,3,1.0,109,South Boston,0.11,6.1,4164,1,9809,5.68,2.8,3.8,26,2019-04-10,0.18
16,399024,927,2,1.0,72,South Boston,0.02,6.1,5084,0,0,4.57,4.62,3.2,29,2009-04-12,0.3
11,200000,1838,4,2.5,65,Brighton,0.44,8.2,5901,0,0,3.46,4.46,3.8,78,2014-04-11,0.22
2,741745,1303,3,1.5,202,Dorchester,2.16,8.0,7945,0,0,4.33,3.7,4.7,54,2023-04-09,0.39
3,1281675,919,1,1.5,64,South End,0.09,8.3,3970,0,0,4.72,4.67,4.7,58,2022-04-09,0.44
2,1248377,1648,3,1.0,39,Fenway,2.05,7.0,5288,0,0,6.7,2.85,4.8,20,2023-04-09,0.13
10,612871,1584,4,1.0,91,Fenway,0.93,8.6,6738,0,0,6.34,4.44,5.0,31,2015-04-11,0.31
1,569336,3498,3,2.5,82,South Boston,0.71,8.4,2120,0,0,5.18,4.43,4.2,50,2024-04-08,0.26
6,890632,2103,2,1.0,146,Roxbury,0.73,8.7,8995,0,0,7.15,3.14,4.0,37,2019-04-10,0.41
11,450484,835,2,2.0,76,Mattapan,1.23,6.1,7358,0,0,2.0,2.98,6.4,45,2014-04-11,0.14
15,840537,1404,2,2.0,116,Roxbury,0.08,8.6,1577,0,0,5.19,3.89,4.7,17,2010-04-12,0.01
3,979824,2514,3,2.0,176,South End,0.49,6.2,5742,0,0,6.38,5.86,2.2,36,2022-04-09,0.3
13,1118079,3261,3,1.0,102,Beacon Hill,0.84,6.8,3871,1,9108,5.32,3.22,0.7,52,2012-04-11,0.01
1,719953,689,1,2.5,45,West Roxbury,0.62,6.7,4205,0,0,2.5,2.96,3.1,20,2024-04-08,0.37
14,688897,484,4,1.0,25,North End,1.25,5.5,5701,0,0,6.58,4.91,4.4,14,2011-04-12,0.29
1,486605,3109,4,2.5,104,Allston,0.05,4.4,7100,0,0,5.64,3.58,4.9,20,2024-04-08,0.37
4,501935,2072,3,3.0,67,South Boston,0.82,8.8,4068,0,0,5.01,4.54,1.6,66,2021-04-09,0.48
12,682056,1192,4,2.0,95,East Boston,0.53,5.9,4095,0,0,4.63,5.27,4.6,18,2013-04-11,0.11
2,860209,2174,1,2.0,82,Fenway,0.33,6.6,5744,0,0,7.49,1.21,5.2,35,2023-04-09,0.22
2,1024075,400,3,2.0,38,Roxbury,0.29,5.9,6143,0,0,5.17,3.45,4.4,14,2023-04-09,0.3
9,509046,1802,3,2.0,75,North End,0.68,6.6,2985,0,0,4.14,3.22,4.1,21,2016-04-10,0.28
9,1197806,2029,4,3.0,44,Roxbury,1.55,6.2,8447,0,0,3.28,2.35,3.3,38,2016-04-10,0.36
8,668662,2446,4,3.0,62,South End,0.48,8.9,3713,0,0,5.64,1.2,2.8,34,2017-04-10,0.44
9,743589,1090,2,1.5,134,Roslindale,1.22,6.1,6929,0,0,5.98,1.59,4.7,61,2016-04-10,0.36
6,525836,1859,4,2.0,86,Roslindale,0.36,9.6,5903,0,0,4.58,3.63,4.4,43,2019-04-10,0.49
3,200000,1152,2,3.5,113,Beacon Hill,0.08,8.7,6212,0,0,3.66,2.86,3.0,20,2022-04-09,0.23
3,1015213,1978,4,4.0,90,Roxbury,0.04,6.3,3752,0,0,6.5,2.54,7.3,30,2022-04-09,0.42
2,971053,1173,5,2.0,70,Roxbury,0.04,7.5,1552,0,0,3.17,3.61,1.2,27,2023-04-09,0.25
17,665601,1514,2,2.0,95,Fenway,0.33,7.8,4957,0,0,7.45,2.67,3.2,12,2008-04-12,0.01
7,770097,1102,3,1.5,28,Hyde Park,0.29,8.3,4965,0,0,3.4,5.05,2.3,80,2018-04-10,0.46
4,904781,2255,1,4.0,124,Hyde Park,0.89,8.4,3083,0,0,2.58,2.75,4.1,35,2021-04-09,0.48
5,281236,2400,3,1.0,50,North End,0.95,7.3,6835,0,0,2.77,5.31,0.6,39,2020-04-09,0.45
21,591284,1635,3,2.0,109,North End,0.04,5.6,4896,0,0,2.84,3.46,5.4,49,2004-04-13,0.01
2,988279,1826,3,1.5,68,Allston,0.17,8.0,3381,0,0,4.15,2.72,5.0,50,2023-04-09,0.31
7,373713,785,4,1.5,38,South End,0.22,6.6,6170,0,0,3.8,2.63,3.9,53,2018-04-10,0.38
5,838067,1590,3,2.0,55,Charlestown,0.56,2.8,6223,0,0,6.04,5.32,3.0,28,2020-04-09,0.28
7,343025,1764,3,4.0,109,Charlestown,0.11,7.6,3567,0,0,5.82,4.34,4.6,26,2018-04-10,0.28
1,889928,3634,4,1.0,238,South Boston,0.1,5.9,7466,0,0,4.16,2.59,4.0,62,2024-04-08,0.2
15,739307,1021,5,2.0,79,Fenway,2.02,6.3,9486,0,0,8.0,3.64,4.9,81,2010-04-12,0.07
19,265460,2824,1,1.0,222,Back Bay,1.14,7.0,2819,0,0,4.14,0.67,3.3,14,2006-04-13,0.01
6,1099421,2497,5,1.5,28,Roxbury,0.14,4.7,4632,0,0,4.34,1.9,3.2,61,2019-04-10,0.45
9,529622,1996,1,2.0,71,Roslindale,0.37,7.2,5674,1,14138,2.58,2.6,5.1,30,2016-04-10,0.09
18,506924,3031,4,2.0,79,Back Bay,0.31,6.5,9560,1,15605,4.38,2.57,4.5,33,2007-04-13,0.01
9,810170,2060,2,1.5,112,North End,1.1,5.7,3532,1,18662,4.95,4.96,3.2,11,2016-04-10,0.14
2,1094591,2072,2,1.5,57,Hyde Park,0.5,7.1,3120,0,0,2.72,1.2,4.1,35,2023-04-09,0.46
7,445253,1762,3,1.0,100,Dorchester,0.1,4.5,3107,0,0,3.75,1.79,3.8,25,2018-04-10,0.39
7,768503,2656,3,1.5,73,Jamaica Plain,0.94,7.1,7442,0,0,4.99,4.04,4.2,12,2018-04-10,0.62
4,878644,2567,3,4.0,157,East Boston,0.35,7.7,3584,0,0,3.71,3.78,5.4,65,2021-04-09,0.41
10,957931,1362,1,3.5,91,Hyde Park,0.21,7.5,3299,0,0,3.4,3.08,3.0,39,2015-04-11,0.28
20,802932,876,3,1.5,303,Roxbury,0.33,8.2,5461,0,0,5.67,5.96,2.5,42,2005-04-13,0.01
19,639891,1657,4,2.0,74,Dorchester,0.48,8.7,5616,1,22590,2.58,4.24,3.9,65,2006-04-13,0.01
5,501722,1239,3,3.5,152,Roxbury,0.29,6.9,7142,0,0,2.87,4.97,2.7,50,2020-04-09,0.3
1,775843,1755,2,1.0,178,Hyde Park,0.19,8.6,5183,0,0,4.77,3.44,2.1,17,2024-04-08,0.17
30,428358,2666,3,3.0,15,Back Bay,0.36,6.9,5497,0,0,5.77,2.85,5.0,57,1995-04-16,0.27
13,200000,1479,1,3.5,123,Beacon Hill,0.01,6.0,4789,0,0,4.96,2.86,3.1,15,2012-04-11,0.1
1,880967,1770,4,1.0,38,West Roxbury,1.04,6.4,2391,0,0,4.16,4.61,0.7,48,2024-04-08,0.29
18,1021180,1840,4,1.5,72,Jamaica Plain,0.13,7.4,4600,0,0,4.04,4.43,4.8,91,2007-04-13,0.15
15,200000,2393,3,4.0,41,Allston,0.03,8.6,5125,0,0,6.02,3.24,2.8,48,2010-04-12,0.08
6,447080,400,3,2.0,159,East Boston,0.74,7.0,4112,0,0,5.79,4.07,4.4,29,2019-04-10,0.62
7,935746,1375,4,1.0,59,Hyde Park,1.04,6.0,1871,1,3804,4.57,4.66,5.1,89,2018-04-10,0.08
4,1367248,1947,3,1.5,27,West Roxbury,1.18,9.2,2730,0,0,4.08,2.82,3.8,38,2021-04-09,0.35
1,756238,2640,4,2.0,93,Back Bay,0.48,4.8,4921,0,0,4.55,3.09,0.5,20,2024-04-08,0.2
3,531599,1455,3,2.5,172,South Boston,0.16,6.0,6865,0,0,3.41,4.04,0.6,24,2022-04-09,0.44
12,695131,486,4,2.5,42,North End,0.94,8.3,8364,1,1022,4.27,1.35,2.5,24,2013-04-11,0.01
1,1162462,2233,3,4.0,132,Beacon Hill,0.84,9.6,4632,0,0,3.77,4.06,3.4,101,2024-04-08,0.1
3,556210,1355,3,1.5,23,Brighton,0.2,7.7,3566,0,0,4.35,2.15,5.3,48,2022-04-09,0.31
4,510242,967,5,2.0,178,Jamaica Plain,1.64,7.4,4254,0,0,3.82,4.63,3.9,49,2021-04-09,0.53
6,605176,1362,3,2.0,103,Hyde Park,0.08,6.6,2907,1,6246,5.29,6.08,7.4,44,2019-04-10,0.23
18,464001,1670,3,2.0,39,Dorchester,2.84,7.8,6575,0,0,5.73,2.66,1.3,40,2007-04-13,0.01
3,786801,1376,2,1.5,125,Back Bay,1.38,7.2,9275,0,0,3.93,1.88,3.7,26,2022-04-09,0.19
3,1237403,400,3,4.0,61,Allston,0.82,5.9,3614,0,0,3.28,3.28,2.8,18,2022-04-09,0.52
10,846923,2427,3,3.0,47,Charlestown,1.95,6.5,2615,0,0,5.57,3.18,3.9,42,2015-04-11,0.23
5,674293,2692,2,2.0,60,West Roxbury,0.9,5.7,7012,0,0,4.78,4.29,6.1,87,2020-04-09,0.29
2,662456,2256,1,2.0,118,North End,0.15,7.0,5636,0,0,3.95,3.78,6.2,41,2023-04-09,0.43
5,281042,1003,3,1.5,45,South Boston,0.41,7.2,5669,0,0,6.56,3.14,3.6,69,2020-04-09,0.48
2,1014932,1658,4,2.0,18,North End,0.05,9.5,8176,1,3549,3.65,3.61,4.8,14,2023-04-09,0.21
2,726648,1795,3,2.5,62,Dorchester,0.35,6.1,2267,0,0,2.0,2.15,3.8,41,2023-04-09,0.18
5,695856,2219,2,2.0,162,Hyde Park,0.95,6.7,2211,1,4284,3.44,4.5,1.9,26,2020-04-09,0.07
4,1707932,2267,3,4.0,161,South Boston,0.34,8.9,4676,0,0,6.93,5.44,3.5,20,2021-04-09,0.39
18,839625,1286,1,2.0,60,Hyde Park,0.28,9.7,5126,0,0,4.02,2.06,2.7,77,2007-04-13,0.05
4,524462,1857,3,2.0,59,Charlestown,0.63,7.7,4290,0,0,3.73,1.6,3.4,27,2021-04-09,0.4
7,622092,2120,2,2.5,56,Fenway,1.44,6.6,9921,0,0,4.54,3.02,2.2,48,2018-04-10,0.54
8,1094533,2819,2,1.5,55,South End,0.03,6.3,4379,0,0,6.02,2.03,3.7,33,2017-04-10,0.18
1,783981,2293,2,2.0,57,Charlestown,0.34,4.2,3898,0,0,4.38,1.97,4.0,17,2024-04-08,0.32
8,318516,2352,3,1.5,95,Roxbury,0.12,5.6,5248,0,0,5.39,1.82,4.6,52,2017-04-10,0.23
2,1025768,1858,1,2.0,164,Roslindale,0.83,7.2,6941,0,0,4.22,3.27,4.0,28,2023-04-09,0.36
23,549556,2787,3,2.5,45,Beacon Hill,0.08,6.7,3549,0,0,5.4,3.01,6.0,56,2002-04-14,0.01
2,1311989,2086,3,2.0,51,Fenway,0.77,7.9,4706,0,0,4.77,3.95,6.8,22,2023-04-09,0.21
4,1074014,1197,3,2.5,101,Mattapan,0.24,6.7,6998,0,0,3.9,2.82,2.9,26,2021-04-09,0.3
1,615803,2782,3,2.0,122,Brighton,0.16,5.9,7109,1,12357,4.89,2.04,5.0,47,2024-04-08,0.01
41,1134304,2288,4,1.5,32,Back Bay,1.93,7.5,5435,0,0,3.69,3.48,6.7,22,1984-04-18,0.25
5,770356,1489,2,3.0,198,East Boston,0.01,10.0,9836,0,0,2.43,2.23,5.0,51,2020-04-09,0.28
7,1005832,1464,3,1.5,69,South Boston,0.4,6.5,8961,1,17916,4.47,4.11,4.6,13,2018-04-10,0.26
1,895419,2007,1,1.5,34,East Boston,0.02,7.2,2187,1,10003,2.57,1.5,0.8,18,2024-04-08,0.12
10,496093,2124,1,2.0,31,East Boston,0.46,8.3,1616,0,0,5.4,0.9,2.7,36,2015-04-11,0.46
2,556935,1938,3,1.5,30,East Boston,0.49,6.1,6591,0,0,4.44,1.57,2.9,49,2023-04-09,0.31
16,1058988,2017,3,1.0,150,West Roxbury,0.27,8.9,7730,0,0,6.63,3.0,5.6,37,2009-04-12,0.08
2,649567,2989,4,2.0,86,Beacon Hill,0.1,4.6,4550,0,0,4.0,3.16,2.4,46,2023-04-09,0.45
2,628905,2550,3,2.0,151,Beacon Hill,0.33,6.4,3995,0,0,4.47,3.66,3.4,28,2023-04-09,0.24
1,463463,1933,5,2.0,77,South End,0.78,6.5,3359,0,0,2.3,2.82,4.8,13,2024-04-08,0.09
5,877079,2458,1,4.0,148,Mattapan,1.07,7.2,2663,0,0,2.84,2.48,2.3,29,2020-04-09,0.42
6,1368757,1077,1,2.0,76,Dorchester,0.53,4.0,7272,0,0,2.0,5.22,3.9,30,2019-04-10,0.25
1,429740,2078,1,3.0,112,Charlestown,0.62,9.0,4237,0,0,6.12,4.9,3.7,66,2024-04-08,0.49
11,757265,3066,2,1.0,80,Beacon Hill,0.16,7.6,5603,0,0,3.81,4.68,4.8,51,2014-04-11,0.38
5,1173666,1647,3,2.0,74,North End,0.24,8.7,1348,0,0,6.49,3.87,4.5,19,2020-04-09,0.62
6,726107,1206,3,3.0,48,Allston,0.12,9.4,7004,0,0,2.0,3.97,4.4,12,2019-04-10,0.4
5,885711,1343,1,2.0,120,Jamaica Plain,0.2,5.9,6175,0,0,6.82,2.53,3.8,32,2020-04-09,0.42
4,431281,1037,4,2.5,42,West Roxbury,0.18,3.3,2310,0,0,4.4,3.67,1.0,26,2021-04-09,0.36
6,878492,1250,4,2.0,120,Dorchester,0.51,8.7,5518,0,0,5.01,2.37,3.7,83,2019-04-10,0.46
2,693856,1540,2,1.0,89,North End,0.58,6.6,5009,0,0,2.91,2.24,3.6,67,2023-04-09,0.15
2,1045718,816,1,2.0,122,Allston,2.03,5.3,4099,0,0,5.29,1.56,4.6,17,2023-04-09,0.03
14,1106215,1810,2,2.0,93,Hyde Park,0.15,7.9,1000,0,0,3.94,3.99,2.9,50,2011-04-12,0.05
21,1526869,2431,2,3.0,157,West Roxbury,0.72,10.0,3679,0,0,2.71,3.7,3.6,45,2004-04-13,0.01
4,923889,1164,2,1.5,106,Dorchester,1.19,6.8,5604,0,0,2.69,3.14,3.6,44,2021-04-09,0.5
3,847738,2863,3,4.0,90,Hyde Park,0.58,8.4,3902,0,0,2.66,2.98,2.4,132,2022-04-09,0.53
8,808315,2157,2,4.0,16,South End,0.21,5.5,4556,0,0,5.07,1.3,1.8,33,2017-04-10,0.23
4,644050,2521,3,1.5,161,Beacon Hill,0.21,4.5,7993,0,0,3.55,3.81,4.1,53,2021-04-09,0.49
1,851545,1339,5,1.5,29,North End,0.03,8.4,4844,0,0,2.04,3.12,5.0,57,2024-04-08,0.33
2,661379,2398,3,3.0,36,Brighton,0.26,7.8,1000,0,0,5.05,4.58,2.6,42,2023-04-09,0.16
9,800538,1035,4,4.0,129,Mattapan,0.96,6.3,4630,1,4936,2.0,3.68,3.2,83,2016-04-10,0.1
8,1145279,2423,2,2.0,85,Dorchester,0.03,9.6,5198,0,0,6.49,4.35,4.7,39,2017-04-10,0.31
1,448037,1920,3,1.5,30,Roslindale,0.17,4.4,3349,0,0,7.48,3.49,4.9,56,2024-04-08,0.32
2,1091963,2187,3,2.0,59,Fenway,0.86,5.2,6469,1,10376,2.53,3.72,3.8,24,2023-04-09,0.01
2,1145134,977,1,2.5,156,Charlestown,1.07,6.2,2075,1,14485,6.08,4.62,4.1,18,2023-04-09,0.09
8,714579,1173,1,1.5,91,Charlestown,0.43,6.5,4724,0,0,5.02,3.27,4.3,47,2017-04-10,0.3
1,200000,2218,3,2.5,86,South Boston,0.84,9.2,2052,0,0,3.75,4.07,4.6,34,2024-04-08,0.3
1,567653,1136,3,1.0,54,South Boston,0.34,7.1,4408,0,0,3.82,2.97,1.9,35,2024-04-08,0.23
12,1139098,2124,3,1.0,131,Mattapan,0.12,6.7,6416,0,0,5.48,3.34,6.4,29,2013-04-11,0.13
2,743139,843,3,2.0,79,Hyde Park,0.36,5.1,4676,0,0,4.44,5.41,3.9,55,2023-04-09,0.27
8,450209,2393,3,2.0,118,Roslindale,0.61,8.6,4559,0,0,2.0,4.27,4.6,38,2017-04-10,0.57
2,598567,937,1,1.5,51,South End,2.07,5.3,5055,0,0,7.61,2.85,2.4,109,2023-04-09,0.25
1,1002186,2186,2,2.0,238,Fenway,0.05,5.1,5155,0,0,5.15,4.01,3.2,38,2024-04-08,0.14
2,914020,2237,2,1.5,172,Brighton,0.5,6.4,6387,0,0,4.42,1.96,4.1,43,2023-04-09,0.32
9,678320,1312,1,1.5,91,Beacon Hill,0.28,7.2,6399,1,2174,3.42,3.23,0.8,59,2016-04-10,0.12
14,639952,2207,5,1.5,102,Back Bay,0.5,5.9,7843,0,0,4.22,2.36,2.1,46,2011-04-12,0.01
13,632472,1982,3,4.0,59,East Boston,0.02,8.1,5335,0,0,6.4,4.04,2.4,19,2012-04-11,0.39
